URI,中文名称,ICD-11编码,ICD-11章节,英文名称,引用次数,是否匹配
i631619462822359040,"急性脑梗死,吞咽障碍",8B11,08,Acute cerebral infarction,2,是
i631619462902050816,尖锐湿疣,,,,2,否
i631619463812214784,"中风,瘫痪",8B20,08,Stroke,2,是
i631619466450432000,"血虚风燥,神经性皮炎",,,,2,否
i631619494086701056,卒中急性期吞咽困难,,,,2,否
i631619500524957696,重度颅脑损伤,,,,2,否
i631619514793979904,外痔,,,,2,否
i631619474520272896,气滞血瘀型腰椎间盘突出症,FA84.2,15,Lumbar disc herniation,2,是
i631619479729598464,肠癌术后肠麻痹,,,,2,否
i631619483898736640,排卵功能障碍性不孕,,,,2,否
i631619580938153984,糖尿病前期,,,,2,否
i631619586642407424,周围性面瘫后遗症,8B83.0,08,Peripheral facial palsy,2,是
i631619571400306688,情感障碍,,,,2,否
i631619572377579520,冠心病,BA80,11,Coronary artery disease,2,是
i631619577746288640,气滞血瘀型偏头痛,TM09,26,Qi stagnation blood stasis,2,是
i631619578375434240,中风后偏瘫患肢肿胀,,,,2,否
i631619525233602560,眶上神经痛,,,,2,否
i631619530598117376,"脑卒中,痉挛,构音障碍",8B20,08,Stroke,2,是
i631619538651181056,踝关节损伤,,,,2,否
i631619539980775424,"急性胰腺炎,麻痹",,,,2,否
i631619541067100160,"脑外伤,抑郁症",,,,2,否
i631619595559497728,肩凝症,,,,2,否
i631619596767457280,对外伤性截瘫,,,,2,否
i631619639943622656,胃炎,,,,2,否
i631619662840328192,"缺血性脑卒中,卒中后痉挛性瘫痪",8B11,08,Ischaemic stroke,2,是
i631619663893098496,鼻咽癌放疗不良反应,,,,2,否
i631619644280532992,儿童多动症,6A05,06,ADHD,2,是
i631619649401778176,"痛风性关节炎,血尿",5C45.1,05,Gouty arthritis,2,是
i631619608775749632,"糖尿病,麻痹",5A10-5A14,05,Diabetes mellitus,2,是
i631619625695571968,癌性肠梗阻,,,,2,否
i631619626928697344,腰突症,,,,2,否
i631619699641151488,脑卒中神经功能缺损,,,,2,否
i631619715399151616,胃食管反流,,,,2,否
i631619720642031616,"心病,心肌缺血",,,,2,否
i631619734369988608,"低温,脑梗死",,,,2,否
i631619735607308288,"风寒,寒湿,膝骨性关节炎",FA00,15,Osteoarthritis,2,是
i631619739252158464,"疼痛,亚健康",MG30,21,Pain,2,是
i631619728963530752,冈上肌肌腱炎,,,,2,否
i631619672185237504,卒中后偏瘫,,,,2,否
i631619683648270336,"高血压脑出血,脑水肿",,,,2,否
i631619695220355072,"气滞,乳腺增生",FA92.2,15,Fibrocystic breast changes,2,是
i631619697275564032,儿童孤独症,,,,2,否
i631621126451097600,痰浊头痛,,,,2,否
i631621127252209664,脑瘫患儿粗大运动功,,,,2,否
i631621132646084608,"慢性盆腔炎,湿热",GA21,17,Chronic pelvic inflammatory disease,2,是
i631621383666790400,急性冠周炎,,,,2,否
i631621146072051712,"炎症,慢性盆腔炎",GA21,17,Chronic pelvic inflammatory disease,2,是
i631621146298544128,多发性硬化神经源性肠功能障碍,8A40,08,Multiple sclerosis,2,是
i631620676783960064,呕吐,,,,2,否
i631620905365139456,外伤,,,,2,否
i631621161947492352,"缺血性脑卒中,脑卒中后抑郁",8B11,08,Ischaemic stroke,2,是
i631621447084666880,"面肌痉挛,特发性面神经麻痹",8B88.3,08,Hemifacial spasm,2,是
i631620692047032320,气滞血瘀型原发性痛经,GA34.10,17,Primary dysmenorrhoea,2,是
i631620705770795008,"感染,细支气管炎",,,,2,否
i631621485416411136,颈肩腰腿疼痛,,,,2,否
i631621499672850432,"脑梗死,麻痹",8B11,08,Cerebral infarction,2,是
i631620731096002560,寒凝血瘀型痛经,,,,2,否
i631620947094269952,气虚血瘀型血管性痴呆,8A67.2,08,Vascular dementia,2,是
i631620507883532288,脑梗塞合并高血脂,,,,2,否
i631620508667867136,"脑梗塞,吞咽障碍",8B11,08,Cerebral infarction,2,是
i631621218235052032,"颈椎病,眩晕",FA84,15,Cervical spondylosis,2,是
i631620523528286208,风湿病,,,,2,否
i631620750905700352,"肝阳上亢,偏头痛",,,,2,否
i631620753384534016,"风湿,关节炎",,,,2,否
i631620989926502400,"湿热,脑中风,中风后肢体痉挛",,,,2,否
i631620768383365120,"湿热,痤疮",,,,2,否
i631620771336155136,寒湿型腰椎间盘突出症,FA84.2,15,Lumbar disc herniation,2,是
i631620549511999488,颈痛,ME84.2,15,Neck pain,2,是
i631621012009512960,乳腺增生症,FA92.2,15,Fibrocystic breast changes,2,是
i631621259695747072,吸烟,,,,2,否
i631620566536679424,多囊卵巢综合征不孕不育,5A80.1,05,Polycystic ovary syndrome,2,是
i631621031265562624,桡神经损伤,,,,2,否
i631621276514906112,特发性少、弱精子症,,,,2,否
i631620571121053696,"带状疱疹,肋间神经痛",1E91,01,Herpes zoster,2,是
i631620580646318080,输卵管阻塞性不孕症,,,,2,否
i631620594504298496,甲状腺,,,,2,否
i631620825711112192,第3腰椎横突综合征,,,,2,否
i631621317598113792,多囊卵巢综合征卵泡发育不良,5A80.1,05,Polycystic ovary syndrome,2,是
i631620837794902016,"脑卒中后偏瘫,偏瘫肩痛",,,,2,否
i631620626611695616,脑中风肢体瘫痪,,,,2,否
i631620853628399616,脑瘫患儿语言障碍,,,,2,否
i631621096268886016,"强直性脊柱炎,疼痛",FA91,15,Ankylosing spondylitis,2,是
i631621100211531776,肾阴亏虚型老年2型糖尿病,5A11,05,Type 2 diabetes mellitus,2,是
i631621109703241728,脑梗死后吞咽障碍,MB23.3,21,Dysphagia,2,是
i631621364289105920,眼部带状疱疹,1E91,01,Herpes zoster,2,是
i631620653430075392,脱肛,,,,2,否
i631619857523142656,阵发性快速房颤,,,,2,否
i631619865479737344,胃病腧穴配伍,,,,2,否
i631620246339317760,"气虚血瘀,顽固性面瘫",,,,2,否
i631620444817977344,肝炎,,,,2,否
i631620254350438400,原发性不安腿综合征,,,,2,否
i631620258355998720,多囊卵巢综合症,,,,2,否
i631619879337717760,"痉挛型脑瘫,脑瘫患儿粗大运动功",,,,2,否
i631619886715498496,关节扭伤,,,,2,否
i631620269160525824,痹证,,,,2,否
i631620272767627264,中风急性期后肢体偏瘫,,,,2,否
i631620482436689920,"周围性面瘫,疼痛",8B83.0,08,Peripheral facial palsy,2,是
i631619896165265408,小儿支气管肺炎,,,,2,否
i631619904222523392,"心病,应激",,,,2,否
i631620093398216704,小儿多动症,,,,2,否
i631619918495739904,"腹部手术后胃瘫,术后胃瘫综合征",,,,2,否
i631620098582376448,中风急性期,,,,2,否
i631620102759903232,骨伤临床的辅助治疗,,,,2,否
i631620304292016128,颈心综合征,,,,2,否
i631619754892718080,腹部手术后胃肠功能紊乱,,,,2,否
i631619756905984000,过早搏动,,,,2,否
i631619922480328704,椎管狭窄,,,,2,否
i631620110854909952,"寰枢关节半脱位,颈椎病",,,,2,否
i631620111618273280,小儿痉挛型脑瘫,,,,2,否
i631620111932846080,儿童抽动秽语综合征,,,,2,否
i631620321589325824,老年失眠症,,,,2,否
i631620321778069504,"胰岛素抵抗,单纯性肥胖",5B81.0,05,Simple obesity,2,是
i631619766594826240,肌肉拉伤,,,,2,否
i631619936761933824,腹泻型肠易激综合征肝郁脾虚证,DA93,13,Irritable bowel syndrome,2,是
i631619937256861696,喉喑,,,,2,否
i631619939232378880,肝阳上亢型偏头痛,,,,2,否
i631620125778243584,"胃热,2型糖尿病",5A11,05,Type 2 diabetes mellitus,2,是
i631620127778926592,"痉挛型脑瘫,足畸形",,,,2,否
i631620133973913600,椎间盘源性下腰痛,,,,2,否
i631620140944846848,关节功能障碍,,,,2,否
i631619960493305856,肥胖型多囊卵巢综合征不孕症,5A80.1,05,Polycystic ovary syndrome,2,是
i631620155008348160,膝痛,FA00.0,15,Knee pain,2,是
i631620352664924160,"脑出血,昏迷",8B00,08,Intracerebral haemorrhage,2,是
i631619790930178048,"小儿腹泻,感染小儿腹泻感染,腹泻,发热感染,腹泻",,,,2,否
i631619795124482048,盆腔炎性疾病后遗症,,,,2,否
i631619971348164608,中风慢性期吞咽障碍,MB23.3,21,Dysphagia,2,是
i631619974217068544,"急性脑梗死,运动障碍",8B11,08,Acute cerebral infarction,2,是
i631620372013248512,"恢复期,面瘫",,,,2,否
i631620373544169472,情绪障碍中风患者,8B20,08,Stroke patients,2,是
i631619801394966528,剖宫术后肠胃功能紊乱,,,,2,否
i631619805442469888,"肾虚,膝骨关节炎",TM07,26,Kidney deficiency (TCM),2,是
i631619980089094144,非器质性失眠,,,,2,否
i631619981032812544,"腰痛,腰椎间盘突出症",ME84,15,Low back pain,2,是
i631619985281642496,一氧化碳中毒,,,,2,否
i631619986351190016,脊髓疾病继发神经病理性疼痛,MG30.5,21,Neuropathic pain,2,是
i631620179255619584,中风后上肢痉挛性瘫痪,8B21,08,Spastic paralysis,2,是
i631619816888725504,肛肠术后疼痛,MG30.0,21,Postoperative pain,2,是
i631619992634257408,青春期痤疮,,,,2,否
i631620186083946496,"气虚,便秘",,,,2,否
i631620191196803072,疲劳综合征,,,,2,否
i631619821695397888,膝关节置换术后,,,,2,否
i631619824321032192,婴幼儿腹泻,,,,2,否
i631619828683108352,"肝气郁结,抑郁症",,,,2,否
i631620002591535104,卵巢早衰,,,,2,否
i631620006966194176,肩峰下滑囊炎,,,,2,否
i631620201657397248,男性性功能障碍,,,,2,否
i631620408386252800,卒中后腕手功能重建,,,,2,否
i631620411506814976,乳腺良性肿物,,,,2,否
i631619836497096704,特异性皮炎,,,,2,否
i631620021361045504,颞下颌关节紊乱症,,,,2,否
i631620208418615296,"治疗更年期,更年期抑郁症",,,,2,否
i631620214793957376,"耳聋,耳鸣",,,,2,否
i631620421178880000,慢性肾炎,,,,2,否
i631620423192145920,小儿高热惊厥,,,,2,否
i631620426555977728,脑瘫合并吞咽障碍,MB23.3,21,Dysphagia,2,是
i631620431941464064,"脑卒中,便秘",8B20,08,Stroke,2,是
i631620023189762048,"肿瘤,疼痛",,,,2,否
i631620218547859456,"脑外伤,综合征",,,,2,否
i631620229268500480,脑瘫运动功能障碍,MB21,21,Motor dysfunction,2,是
i631622965074587648,青少年低度近视,,,,2,否
i631623245598027776,"脑梗死,原发性高血压",8B11,08,Cerebral infarction,2,是
i631623024604344320,"血瘀,痛经",TM08,26,Blood stasis (TCM),2,是
i631623033068449792,"脑肿瘤,腔隙性脑梗塞",,,,2,否
i631623073623175168,主观性耳鸣,,,,2,否
i631623175729311744,中风后肢体麻木,,,,2,否
i631622558281625600,"肝肾阴虚,类风湿关节炎",FA20,15,Rheumatoid arthritis,2,是
i631622563415453696,"老年带状疱疹,带状疱疹后遗神经痛",1E91,01,Herpes zoster,2,是
i631622595229249536,小儿肠系膜淋巴结炎,,,,2,否
i631622913912467456,"脑出血,共济失调",8B00,08,Intracerebral haemorrhage,2,是
i631622294598316032,脑梗塞后上肢痉挛,,,,2,否
i631622313376215040,"亚健康,失眠",,,,2,否
i631622639852449792,乳房松弛下垂,,,,2,否
i631622642301923328,甲状腺结节,,,,2,否
i631621584192270336,肾病,,,,2,否
i631622037575561216,"虚证,脱肛",,,,2,否
i631622333131386880,支气管哮喘急性发作期,CA23,12,Asthma,2,是
i631622041933443072,"脾胃虚寒,慢性胃炎",DA42,13,Chronic gastritis,2,是
i631622057456562176,"脑外伤,认知障碍",8A20,08,Cognitive disorder,2,是
i631621646226026496,萨病,,,,2,否
i631622067027963904,"肩周炎,疼痛",FB20.3,15,Adhesive capsulitis of shoulder,2,是
i631621671563816960,缓解期哮喘,,,,2,否
i631622715177955328,痰湿,,,,2,否
i631621674126536704,腰椎间盘突出症湿热证,FA84.2,15,Lumbar disc herniation,2,是
i631621701213351936,"脑梗死,吞咽障碍,肺炎",8B11,08,Cerebral infarction,2,是
i631622102637604864,"脑卒中,认知障碍",8B20,08,Stroke,2,是
i631622109071667200,一氧化碳中毒迟发性脑病,,,,2,否
i631621712730910720,早期脑性瘫痪患儿,8D20,08,Cerebral palsy,2,是
i631622115325374464,褥疮,,,,2,否
i631622116755632128,胃肠道反应,,,,2,否
i631622120211738624,"发热,风热,热证",,,,2,否
i631621735669559296,自闭症,6A02,06,Autism spectrum disorder,2,是
i631621743479353344,"单纯疱疹,角膜炎",,,,2,否
i631621747803680768,脑卒中痉挛性瘫痪,8B21,08,Spastic paralysis,2,是
i631622133943889920,"脑卒中,肺炎",8B20,08,Stroke,2,是
i631622137945255936,"痴呆,认知障碍",8A20,08,Cognitive disorder,2,是
i631622154735054848,"脾虚,高脂血症",5C80,05,Hyperlipidaemia,2,是
i631622176159559680,短暂性脑缺血,,,,2,否
i631621828900548608,颞颌关节炎,,,,2,否
i631622183436677120,脑卒中后幻觉症,,,,2,否
i631619122257457152,中风后癃闭,,,,1,否
i631619122949517312,顽固周围性面神经麻痹,8B83,08,Facial nerve palsy,1,是
i631619121515065344,膝关节内侧副韧带慢性损伤,,,,1,否
i631619133884067840,经尿道前列腺电切术后运动急迫性尿失禁,,,,1,否
i631619135066861568,注意缺陷多动障碍,6A05,06,ADHD,1,是
i631619135691812864,"偏瘫,脑卒中后便秘",8B20.1,08,Hemiplegia,1,是
i631619135767310336,颈动脉粥样硬化斑块,,,,1,否
i631619137344368640,髌下脂肪垫损伤,,,,1,否
i631619139005313024,患肢肌力恢复,,,,1,否
i631619140129386496,人工流产术后闭经,,,,1,否
i631619140188106752,功能性肛门直肠痛,,,,1,否
i631619140859195392,老年性腰椎间盘突出症,FA84.2,15,Lumbar disc herniation,1,是
i631619145116413952,腹痛型肠易激综合征,DA93,13,Irritable bowel syndrome,1,是
i631619145850417152,"高血压,血肿",BA00,11,Hypertension,1,是
i631619146441814016,"腰椎间盘突出症,腰痛",FA84.2,15,Lumbar disc herniation,1,是
i631619142071349248,"精神病,闭经",,,,1,否
i631619125323493376,肝阳上亢偏头痛,,,,1,否
i631619128481804288,脑源性吞咽困难,,,,1,否
i631619128708296704,非酒精性脂肪性肝炎,,,,1,否
i631619128808960000,肝肾亏虚证,,,,1,否
i631619128892846080,"阳虚,虚寒,腰椎间盘突出症",FA84.2,15,Lumbar disc herniation,1,是
i631619129039646720,心脾两虚型单纯性肥胖,5B81.0,05,Simple obesity,1,是
i631619132793548800,"肝阳上亢,高血压",,,,1,否
i631619148895481856,"疼痛,偏头痛",MG30,21,Pain,1,是
i631619149914697728,"脑梗塞,构音障碍",8B11,08,Cerebral infarction,1,是
i631619169774727168,"风寒,急性鼻炎",,,,1,否
i631619170475175936,偏瘫后肩痛,,,,1,否
i631619171444060160,"肾虚,膝骨性关节炎,细胞",TM07,26,Kidney deficiency (TCM),1,是
i631619171494391808,精神运动性兴奋,,,,1,否
i631619172136120320,催产,,,,1,否
i631619172358418432,"麻痹,斜视",,,,1,否
i631619166394118144,腰椎手术失败综合征,,,,1,否
i631619167795015680,腓神经损伤,,,,1,否
i631619168986198016,"中风,肩周炎",8B20,08,Stroke,1,是
i631619152343199744,坐骨神经痛,FB56.2,08,Sciatica,1,是
i631619153228197888,慢性附睾炎,,,,1,否
i631619154696204288,"外伤,面神经麻痹",8B83,08,Facial nerve palsy,1,是
i631619155279212544,"脑外伤,昏迷",,,,1,否
i631619156881436672,炎症,,,,1,否
i631619157045014528,"中风偏瘫,肩-手综合征",8B2Y,08,Hemiplegia after stroke,1,是
i631619157216980992,脑卒中后假性球麻痹致吞咽障碍,MB23.3,21,Dysphagia,1,是
i631619157967761408,"颈椎病,高血压",FA84,15,Cervical spondylosis,1,是
i631619158018093056,单纯性肥胖症及亚健康检测指标变化,5B81.0,05,Simple obesity,1,是
i631619158236196864,脊椎骨折术后便秘,,,,1,否
i631619159305744384,前列腺痛,,,,1,否
i631619159465127936,颈胸段椎小关节错缝,,,,1,否
i631619160454983680,腹胀,,,,1,否
i631619160585007104,功能性头痛,,,,1,否
i631619161188986880,"脑卒中,肩手综合征",8B20,08,Stroke,1,是
i631619185318817792,"面瘫,糖尿病",8B83,08,Facial nerve palsy,1,是
i631619186942013440,手部冻疮,,,,1,否
i631619188254830592,"颈性眩晕,综合征",AB31.1,08,Cervicogenic vertigo,1,是
i631619188305162240,老年疣,,,,1,否
i631619188753952768,脑卒中急性期下肢肌力恢复,,,,1,否
i631619190322622464,"热证,贝尔麻痹",8B83.0,08,Bell palsy,1,是
i631619190473617408,围绝经期妇女干眼症,,,,1,否
i631619191144706048,胃镜检查中不良反应,,,,1,否
i631619192109395968,"风热,Bell麻痹",8B83.0,08,Bell palsy,1,是
i631619193107640320,"风寒,感冒",,,,1,否
i631619194235908096,"脑血管意外,尿失禁",,,,1,否
i631619195842326528,"复发,肱骨外上髁炎",,,,1,否
i631619195930406912,食管贲门癌术,,,,1,否
i631619204071550976,手足徐动型脑瘫,,,,1,否
i631619204457426944,"原发性高血压,胰岛素抵抗",,,,1,否
i631619205975764992,卵泡综合征,,,,1,否
i631619196827987968,"脑卒中,尿失禁",8B20,08,Stroke,1,是
i631619197746540544,"海洛因依赖,抑郁症",,,,1,否
i631619198417629184,肱二头肌长头肌腱腱鞘炎,,,,1,否
i631619198748979200,足下垂,,,,1,否
i631619198983860224,"小儿脑瘫,肌痉挛",8D20,08,Cerebral palsy,1,是
i631619174073888768,膝关节内侧疼痛,,,,1,否
i631619177030873088,脑卒中后并发呃逆,,,,1,否
i631619177576132608,疼痛综合征,,,,1,否
i631619178800869376,寒湿型肩周炎,,,,1,否
i631619178872172544,丘脑痛,,,,1,否
i631619179295797248,重型颅脑外伤昏迷,,,,1,否
i631619179409043456,抽动障碍,,,,1,否
i631619179467763712,胆囊炎,,,,1,否
i631619179882999808,"中风,偏瘫",8B20,08,Stroke,1,是
i631619180784775168,中风痉挛性瘫痪,8B21,08,Spastic paralysis,1,是
i631619182064037888,"海洛因依赖,睡眠障碍",,,,1,否
i631619182324084736,功能失调性子宫出血,,,,1,否
i631619182848372736,中风假性球麻痹,,,,1,否
i631619183557210112,挫伤,,,,1,否
i631619206072233984,糖尿病性胃轻瘫综合征,,,,1,否
i631619208685285376,小儿直肠脱垂,,,,1,否
i631619208907583488,"慢性咽炎,血瘀",CA0Z,12,Chronic pharyngitis,1,是
i631619208983080960,"2型糖尿病,高脂血症",5A11,05,Type 2 diabetes mellitus,1,是
i631619209792581632,寒凝型原发性痛经,GA34.10,17,Primary dysmenorrhoea,1,是
i631619224644612096,化疗毒副反应,,,,1,否
i631619226011955200,肝硬化腹水,,,,1,否
i631619234002104320,棘间韧带损伤,,,,1,否
i631619234614472704,湿阻,,,,1,否
i631619234685775872,顽固性腹胀,,,,1,否
i631619236019564544,焦虑性神经症,,,,1,否
i631619236124422144,少、弱精子男性不育症,,,,1,否
i631619212007174144,"肿瘤,便秘",,,,1,否
i631619215190650880,"风寒,肩周炎",,,,1,否
i631619215270342656,风热,,,,1,否
i631619216532828160,甲状腺手术麻醉,,,,1,否
i631619216746737664,"疟疾,神经痛",,,,1,否
i631619218453819392,肝阳上亢型高血压,,,,1,否
i631619219661778944,卵巢低反应,,,,1,否
i631619220437725184,"抽搐,休克,紧张型精神分裂症",6A20,06,Schizophrenia,1,是
i631619221037510656,代偿期肝硬化,,,,1,否
i631619222245470208,盆腔炎性疾病,,,,1,否
i631619222841061376,病窦综合征,,,,1,否
i631619223478595584,互联网成瘾综合征,,,,1,否
i631619223847694336,"类风湿关节炎,肿胀",FA20,15,Rheumatoid arthritis,1,是
i631619224229376000,"脑梗死,抑郁症",8B11,08,Cerebral infarction,1,是
i631619251890810880,"中风,便秘",8B20,08,Stroke,1,是
i631619255145590784,DSM - IV 阿片类依赖,,,,1,否
i631619255313362944,中风上肢瘫痪,,,,1,否
i631619255535661056,脾胃虚寒型功能性消化不良,DA91,13,Functional dyspepsia,1,是
i631619255925731328,"脊髓损伤,肌痉挛",NA50,22,Spinal cord injury,1,是
i631619256873644032,"中风,失眠",8B20,08,Stroke,1,是
i631619259029516288,骨病,,,,1,否
i631619265258057728,肝癌,,,,1,否
i631619270941339648,"心病,心律失常",BC80-BC8Z,11,Cardiac arrhythmia,1,是
i631619271029420032,"胆汁返流,胃炎",,,,1,否
i631619271499182080,酒精依赖,,,,1,否
i631619271595651072,围绝经期干眼症,,,,1,否
i631619271721480192,上肢瘫痪,,,,1,否
i631619272249962496,脊髓损伤后肌痉挛,NA50,22,Spinal cord injury,1,是
i631619276012253184,糖尿病下肢动脉闭塞性病变,,,,1,否
i631619266394714112,"慢性疲劳综合征,疼痛",MG22,21,Chronic fatigue syndrome,1,是
i631619267300683776,"中风,尿失禁",8B20,08,Stroke,1,是
i631619267439095808,脑外伤后失语症,,,,1,否
i631619267682365440,中度抑郁症,,,,1,否
i631619267762057216,脊髓损伤致排尿障碍,NA50,22,Spinal cord injury,1,是
i631619268189876224,跟骨骨刺,,,,1,否
i631619238368374784,"痤疮,痰湿",EE20.0,14,Acne,1,是
i631619239106572288,月经失调,,,,1,否
i631619239584722944,假性球麻痹吞咽困难,,,,1,否
i631619239735717888,"直肠癌,神经源性膀胱",,,,1,否
i631619240180314112,"面瘫,感觉障碍",8B83,08,Facial nerve palsy,1,是
i631619246090088448,脑梗死致运动性失语,,,,1,否
i631619246543073280,卒中后呃逆,,,,1,否
i631619247134470144,乳汁不行,,,,1,否
i631619247377739776,原发性睡眠障碍,,,,1,否
i631619247902027776,脑血管病偏瘫,8B2Z,08,Cerebrovascular disease,1,是
i631619248334041088,"气虚,单纯性肥胖症",5B81.0,05,Simple obesity,1,是
i631619248992546816,"缺血性脑卒中,脑卒中早期康复",8B11,08,Ischaemic stroke,1,是
i631619249055461376,"腹部肿瘤,轻瘫",,,,1,否
i631619277350236160,痉挛型脑性瘫痪,8D20,08,Cerebral palsy,1,是
i631619279619354624,"阳虚,功能性便秘",DD91,13,Functional constipation,1,是
i631619280080728064,"糖尿病,便秘",5A10-5A14,05,Diabetes mellitus,1,是
i631619280558878720,便秘不良反应,,,,1,否
i631619301203243008,腹部手术后胃肠功能的恢复,,,,1,否
i631619301417152512,颈性失眠,,,,1,否
i631619314075561984,肱二头肌长头腱鞘炎,,,,1,否
i631619314956365824,"食管癌,胃排空障碍",,,,1,否
i631619315967193088,中风病,,,,1,否
i631619317162569728,"肾阳虚,功能失调性子宫出血",,,,1,否
i631619308413251584,脊髓炎,,,,1,否
i631619309210169344,心室颤动,,,,1,否
i631619309856092160,结肠造口排便,,,,1,否
i631619310384574464,"气滞血瘀,月经病",TM09,26,Qi stagnation blood stasis,1,是
i631619282010107904,盆腔炎,,,,1,否
i631619282962214912,单疱病毒性角膜炎,,,,1,否
i631619283515863040,"感染,淋巴水肿,丹毒",,,,1,否
i631619283654275072,"脑卒中偏瘫,痉挛",8B2Y,08,Post-stroke hemiplegia,1,是
i631619285415882752,非特异性下腰痛,,,,1,否
i631619285906616320,老年带状疱疹后遗神经痛,1E91,01,Herpes zoster,1,是
i631619285982113792,臀上皮神经炎,,,,1,否
i631619287416565760,"不寐, 失眠",7A00,07,Insomnia (TCM),1,是
i631619287471091712,海洛因成瘾者睡眠障碍和焦虑,,,,1,否
i631619287550783488,耳聋,,,,1,否
i631619288444170240,COPD并发腹胀,,,,1,否
i631619288561610752,癔症,,,,1,否
i631619289505329152,Bell 氏麻痹,8B83.0,08,Bell palsy,1,是
i631619290834923520,脑卒中偏瘫肩痛,8B2Y,08,Post-stroke hemiplegia,1,是
i631619290985918464,"胃肠实热型单纯性肥胖,单纯性肥胖症",5B81.0,05,Simple obesity,1,是
i631619292571365376,视神经乳头炎,,,,1,否
i631619296019083264,"糖尿病,抑郁症",5A10-5A14,05,Diabetes mellitus,1,是
i631619299844288512,肘关节创伤,,,,1,否
i631619338394136576,外周神经麻痹,,,,1,否
i631619338721292288,假性近视,,,,1,否
i631619338918424576,颞下颌关节紊乱综合症,,,,1,否
i631619339803422720,脑中风后尿失禁,,,,1,否
i631619340378042368,增生性疤痕,,,,1,否
i631619341900574720,活动性类风湿关节炎患者关节疼痛,FA20,15,Rheumatoid arthritis,1,是
i631619342139650048,"糖尿病,皮肤瘙痒症",5A10-5A14,05,Diabetes mellitus,1,是
i631619343783817216,精液异常,,,,1,否
i631619343850926080,甲状腺次全切除术,,,,1,否
i631619343947395072,"脑卒中,失眠症",8B20,08,Stroke,1,是
i631619344052252672,慢性扁桃体炎,,,,1,否
i631619345075662848,痰饮,,,,1,否
i631619347239923712,糖尿病性眼肌麻痹,,,,1,否
i631619348032647168,卵巢癌后胃肠功能障碍,,,,1,否
i631619350926716928,"糖尿病,腹泻",5A10-5A14,05,Diabetes mellitus,1,是
i631619351425839104,"中风,疲劳",8B20,08,Stroke,1,是
i631619352390529024,"失眠,抑郁障碍",7A00,07,Insomnia,1,是
i631619352696713216,无症状心肌缺血,,,,1,否
i631619353086783488,脑血管病意识障碍,8B2Z,08,Cerebrovascular disease,1,是
i631619355011969024,寒湿凝滞型月经后期,,,,1,否
i631619361878044672,肛肠病,,,,1,否
i631619362238754816,"脊髓损伤,神经源性膀胱,尿潴留",NA50,22,Spinal cord injury,1,是
i631619362653990912,胃癌晚期疼痛,,,,1,否
i631619364658868224,颈肩肌劳损,,,,1,否
i631619365510311936,"关节骨折,活动障碍",,,,1,否
i631619365652918272,玻璃体混浊,,,,1,否
i631619359210467328,"膝关节骨性关节炎疼痛膝骨性关节炎,膝关节骨性关节炎",FA00.0,15,Knee osteoarthritis,1,是
i631619359764115456,"脑梗塞,恢复期,眩晕",8B11,08,Cerebral infarction,1,是
i631619359856390144,"糖尿病,轻瘫",5A10-5A14,05,Diabetes mellitus,1,是
i631619359957053440,"多囊卵巢综合征,细胞",5A80.1,05,Polycystic ovary syndrome,1,是
i631619360074493952,"椎动脉型颈椎病,痰湿",FA84.2,15,Vertebral artery cervical spondylosis,1,是
i631619360984657920,轻中型高血压,,,,1,否
i631619361349562368,小儿分娩性臂丛神经损伤,,,,1,否
i631619318194368512,循环缺血,,,,1,否
i631619319482019840,顽固性带状疱疹后遗神经痛,1E91,01,Herpes zoster,1,是
i631619322195734528,颞颌关节功能紊乱综合征,,,,1,否
i631619322342535168,外感发热,,,,1,否
i631619322850045952,急慢性寰枢椎半脱位,,,,1,否
i631619325001723904,糖尿病性周围性面瘫,8B83.0,08,Peripheral facial palsy,1,是
i631619328596242432,神经源性膀胱尿,,,,1,否
i631619328650768384,"原发性高血压,急症",,,,1,否
i631619332786352128,肾阳虚,,,,1,否
i631619333163839488,颞颌关节功能紊综合征,,,,1,否
i631619333453246464,化疗性呕吐,,,,1,否
i631619335076442112,重型脑创伤,,,,1,否
i631619367838150656,"腰椎间盘突出症,复发",FA84.2,15,Lumbar disc herniation,1,是
i631619368421158912,"血虚风燥,湿疹",,,,1,否
i631619369876582400,"颈性眩晕,溶血",AB31.1,08,Cervicogenic vertigo,1,是
i631619370044354560,胸椎小关节错位所致胃脘痛,,,,1,否
i631619370912575488,眼肌麻痹,,,,1,否
i631619371633995776,瘢痕瘤性痤疮,,,,1,否
i631619371654967296,增生性瘢痕,,,,1,否
i631619371860488192,"胆结石,胃肠功能紊乱",,,,1,否
i631619389732417536,"中风,痉挛,关节功能障碍",8B20,08,Stroke,1,是
i631619404840300544,中风后手部痉挛,,,,1,否
i631619406127951872,白内障,9B10,09,Cataract,1,是
i631619407063281664,顽固性眼睑痉挛,,,,1,否
i631619396942426112,"脾虚,肥胖症",,,,1,否
i631619399219933184,肠癌,,,,1,否
i631619402038505472,"肾阳虚,腰痛",,,,1,否
i631619402269192192,髌腱腱病,,,,1,否
i631619373722759168,菱形肌损伤,,,,1,否
i631619374205104128,"糖尿病,眼肌麻痹",5A10-5A14,05,Diabetes mellitus,1,是
i631619380492365824,"早衰,闭经",,,,1,否
i631619380978905088,梗阻性黄疸,,,,1,否
i631619382027481088,慢性顽固性腹泻,,,,1,否
